msno,city,bd,gender,registered_via,registration_init_time,age,registration_date,registration_year,registration_month,transaction_count,avg_plan_days,avg_plan_price,avg_amount_paid,auto_renew_rate,cancel_rate,is_churn
D/Abk/gsNhU3izEEVFQhqQpW6I5J0kZWoN2lEGWjZh8=,5.0,37.0,female,9.0,20070612.0,37.0,2007-06-12,2007.0,6.0,1.0,30.0,149.0,149.0,1.0,0.0,0
CIgVj/02T20cAESvKObYkNj0FV2exo84rkRWA+2Fd3Y=,14.0,0.0,,9.0,20131128.0,,2013-11-28,2013.0,11.0,,,,,,,1
6NHOhrdafNDVABEn5hebBm9dbEhYN7/Pg341T2pvnKw=,1.0,0.0,,7.0,20120115.0,,2012-01-15,2012.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
yaf1cu+cnSrtBltLUBQhSnhEHQZYs+n9YD2GdMBWWnk=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
NFpKLUtq/6YZo7XUmbVzMgKUJJ8tg3p+O3YEBHVbPus=,5.0,38.0,female,9.0,20060105.0,38.0,2006-01-05,2006.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
nbC/3KFqMe46xAW2eJFnzO7/krzqfjCkXZCaHsxxROc=,1.0,0.0,,7.0,20170217.0,,2017-02-17,2017.0,2.0,1.0,30.0,149.0,149.0,1.0,0.0,0
q7AbsZvyYX0wmu3CbgO/4ZTDhae1zM3MBCiYcZGfoEk=,1.0,0.0,,7.0,20150405.0,,2015-04-05,2015.0,4.0,1.0,30.0,99.0,99.0,1.0,0.0,0
aI6YwH8NVIxRla/F0mkvZJtwftIukBz8wWJzIohB89Y=,22.0,24.0,male,3.0,20120131.0,24.0,2012-01-31,2012.0,1.0,1.0,30.0,180.0,180.0,1.0,0.0,0
gqzFhKrXSBwOMd/YquoqrDEpvT3ybZvbtuVq4b8BXVU=,1.0,0.0,,7.0,20150828.0,,2015-08-28,2015.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
3YKmahkqL1h0UC4meGkBSpSRx4iaqtVaZc2gMkcrv4A=,1.0,0.0,,7.0,20160622.0,,2016-06-22,2016.0,6.0,1.0,30.0,99.0,99.0,1.0,0.0,0
BajfwVEgSgVJVNXsh6T0kSam2IEy355PA+5kwUHx8ro=,3.0,56.0,female,9.0,20130525.0,56.0,2013-05-25,2013.0,5.0,1.0,30.0,149.0,149.0,1.0,0.0,0
l6j6rPGmNzTgcHFnbEy+hA6JyEOEAwgyzf7fInIdGuI=,15.0,22.0,female,9.0,20150302.0,22.0,2015-03-02,2015.0,3.0,1.0,30.0,149.0,149.0,1.0,0.0,0
AIO5+9n6XI5Qappd3yb6RPVw7V0NvuS5gApoZ1r7vgg=,1.0,0.0,,7.0,20160515.0,,2016-05-15,2016.0,5.0,1.0,30.0,99.0,99.0,1.0,0.0,0
FZKuwatawIiwsAF2IIvRsxIqLulT1OxOmc2YQDvySlo=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
wQiKN3EpBmyJ88CNnvOCiYDpGzOL2c4kO6gOYAHYaIk=,4.0,38.0,female,3.0,20130209.0,38.0,2013-02-09,2013.0,2.0,1.0,30.0,149.0,149.0,1.0,0.0,0
yZafRs2etzbC9nKeAjRkShxY/7ZzPf9zc2B3EDc4Nog=,4.0,33.0,female,9.0,20071031.0,33.0,2007-10-31,2007.0,10.0,2.0,220.0,968.5,968.5,0.5,0.5,1
N91r1IIGXxncs2bKkPXbKoBNIcjSqfRoo5mErepbz/U=,1.0,0.0,,7.0,20170126.0,,2017-01-26,2017.0,1.0,1.0,30.0,99.0,99.0,1.0,0.0,0
B3U9T9aoJTYFh8jBs133jGrwqIKCXOPSKFyISpH4Su8=,9.0,25.0,female,9.0,20090417.0,25.0,2009-04-17,2009.0,4.0,2.0,30.0,149.0,149.0,1.0,0.5,1
k/tQW34iF7aXGXyWZtNNbpy8wPe9QQkA70neSBwkNLo=,1.0,0.0,,7.0,20130720.0,,2013-07-20,2013.0,7.0,1.0,30.0,99.0,99.0,1.0,0.0,0
rvkjXNA33n9ptnAfxqCuIwvWjREYH1CLy3UVehhGwsU=,1.0,0.0,,7.0,20150406.0,,2015-04-06,2015.0,4.0,1.0,30.0,149.0,149.0,1.0,0.0,0
ev/p3Pxd1+Wn9BYEXJJeeHGomEcfB6M1y1eMJATuBno=,6.0,0.0,,3.0,20121208.0,,2012-12-08,2012.0,12.0,1.0,30.0,149.0,149.0,1.0,0.0,0
nPNqwgudx02pAK7xAWk41BxGqAGzOpGAEWEK+wqaeBY=,13.0,29.0,female,9.0,20051022.0,29.0,2005-10-22,2005.0,10.0,1.0,30.0,180.0,180.0,1.0,0.0,0
cC46dn4DcCdR5cXj4rURlvvBg62VJSRSEd15/2X2YVo=,13.0,24.0,female,7.0,20130705.0,24.0,2013-07-05,2013.0,7.0,1.0,30.0,99.0,99.0,1.0,0.0,0
lpIPa7MZLBpobEoZj5u4vvAwBuAXzfASnt1xwTjXxzE=,13.0,19.0,male,3.0,20130801.0,19.0,2013-08-01,2013.0,8.0,1.0,30.0,100.0,100.0,1.0,0.0,0
HC/DQDEptSzRrvl/oUDyHNFUb5a+K7xz37lTaH7K0PE=,1.0,0.0,,7.0,20150207.0,,2015-02-07,2015.0,2.0,1.0,30.0,149.0,149.0,1.0,0.0,0
Cst0HTC+uLBRMvwJz0702ePynLdcf8O+UKcauednG5Y=,14.0,0.0,,9.0,20120726.0,,2012-07-26,2012.0,7.0,2.0,30.0,149.0,149.0,1.0,0.0,0
yMD0BzsOXEbYiLBhvtXwNj1QczIH9eodw8tFbD99Qf4=,10.0,42.0,female,3.0,20120618.0,42.0,2012-06-18,2012.0,6.0,1.0,30.0,180.0,180.0,1.0,1.0,1
fceY6j3YGwnRrdbW6imVxaDfcVqkGKo+EzX47yRHc6Q=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
jKi3dloUTgxK/iTIXyl6fZPnifi5IescIEsdsEMeZEM=,9.0,29.0,female,7.0,20160124.0,29.0,2016-01-24,2016.0,1.0,1.0,30.0,99.0,99.0,1.0,0.0,0
XWffAZJfkarT4CVXkNiChu9g8AT//dYC5yIs/CGtHRg=,15.0,21.0,female,3.0,20131206.0,21.0,2013-12-06,2013.0,12.0,1.0,30.0,180.0,180.0,0.0,0.0,1
35w/3an8eyMi9Mv8+P7sETlbG8RIx+hGg5mm611860A=,1.0,0.0,,7.0,20130518.0,,2013-05-18,2013.0,5.0,1.0,30.0,149.0,149.0,1.0,0.0,0
x0mFJoYaouWgOQqZAhlAuTjr7lSHsaNYZSYgS92xd0A=,1.0,0.0,,7.0,20130501.0,,2013-05-01,2013.0,5.0,1.0,30.0,100.0,100.0,1.0,0.0,0
i3CHOlgEvoRlllqNgNqupRJlP0Lep9lVcoyufmQgFpo=,1.0,19.0,male,3.0,20140825.0,19.0,2014-08-25,2014.0,8.0,1.0,30.0,180.0,180.0,1.0,0.0,0
U6ijemOKqVnhc8tH9Jv/NWsApGH/MnkAOozYSQZnVDM=,1.0,0.0,,7.0,20160826.0,,2016-08-26,2016.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
iHbRZK8DCJv/syO1fUGFaRdKekWnpE6XxEgxr5pSSHQ=,1.0,0.0,,7.0,20160215.0,,2016-02-15,2016.0,2.0,2.0,30.0,99.0,99.0,1.0,0.5,1
SEgDZLRMl6+E/XSUaem1fwef96fUG/wm0bnKCUq85Lw=,22.0,23.0,female,7.0,20150320.0,23.0,2015-03-20,2015.0,3.0,1.0,30.0,149.0,149.0,1.0,0.0,0
7zT6Fq7wlwj2Ca25ARg6lFRHkVU2KZudRcjVHv0FzfI=,13.0,20.0,male,4.0,20160103.0,20.0,2016-01-03,2016.0,1.0,1.0,30.0,149.0,149.0,0.0,0.0,1
hc/iHlXNHvGlPhmpKpFUJt8/1xgchmERh1N1kfcFsiY=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
r/rM4HKI9WdvNTbyH4t88Tf75t8C0CvJjoN4TleXk7E=,15.0,23.0,female,9.0,20060923.0,23.0,2006-09-23,2006.0,9.0,2.0,30.0,149.0,149.0,1.0,0.0,0
nHzoUmk7QChrr0AL0h/8BW6mSo3BBh9QAXFuNZRID7A=,1.0,0.0,,7.0,20151109.0,,2015-11-09,2015.0,11.0,1.0,30.0,99.0,99.0,1.0,0.0,0
nUMo6Uk53GTtRcM89PO2Y9zkCLviDiLVoGZv/gl0NaM=,1.0,0.0,,7.0,20160312.0,,2016-03-12,2016.0,3.0,1.0,30.0,99.0,99.0,1.0,0.0,0
u+kQI5nYMMQtdxS51jjbMosug1/CXGRwqoK7DVrCl98=,5.0,28.0,female,7.0,20131026.0,28.0,2013-10-26,2013.0,10.0,1.0,30.0,99.0,99.0,1.0,0.0,0
YE0et4o74WA5rxyx97tsP4Kg5GJvit0BFjYFtOLYlvE=,22.0,35.0,male,9.0,20120716.0,35.0,2012-07-16,2012.0,7.0,1.0,30.0,149.0,149.0,1.0,1.0,1
bplBri2ki5csHoUHabU83R1zCUXmG876YukFaXLG4/I=,1.0,0.0,,7.0,20170204.0,,2017-02-04,2017.0,2.0,1.0,30.0,99.0,99.0,1.0,0.0,0
iFzGzI7Fne1dNGL3fPVoJbyk9ZpfXYF45UwseEJ0aN8=,,,,,,,,,,1.0,30.0,100.0,100.0,1.0,0.0,0
yO+sqjNPRzV2T5TPK4xXkg3QQY8uxUAzRKTL6q1Lymw=,4.0,31.0,female,9.0,20110528.0,31.0,2011-05-28,2011.0,5.0,1.0,30.0,149.0,149.0,1.0,0.0,0
PZb+GGNhlNjMPlL2D2KSSOTn8x6PasmGGE0ngvajZN4=,4.0,29.0,male,9.0,20150504.0,29.0,2015-05-04,2015.0,5.0,1.0,30.0,149.0,149.0,0.0,0.0,0
4I89RpwVySxdRcjAHdo3Qn42vJSG7TSFK2OJV1nf4gc=,5.0,35.0,female,7.0,20110405.0,35.0,2011-04-05,2011.0,4.0,1.0,30.0,99.0,99.0,1.0,0.0,0
j9z2qHGdVZt3KyVgTgQ6PuyXs8iCNJJNmHRH1M0FgUw=,5.0,0.0,,7.0,20100805.0,,2010-08-05,2010.0,8.0,1.0,30.0,149.0,149.0,1.0,0.0,0
t6FzlggIDqAX+6wc3y1zn2cDpk3aMPXAmCu2qR0uIlk=,1.0,0.0,,7.0,20120127.0,,2012-01-27,2012.0,1.0,1.0,30.0,99.0,99.0,1.0,0.0,0
xS9+2vczPRE6u30uARbAJWEo/bc2lXOmgm9LCyO0tEE=,1.0,35.0,female,4.0,20160401.0,35.0,2016-04-01,2016.0,4.0,,,,,,,0
CmivEpDu2PI+O8wDfOpa6VDODwp6OILcfTz/ailhaDc=,1.0,0.0,,7.0,20141204.0,,2014-12-04,2014.0,12.0,1.0,30.0,149.0,149.0,1.0,0.0,0
zZovhQDAeAjmNqHVL3fqov63Rw1cwtCp+1udrntDBmE=,22.0,44.0,female,9.0,20150621.0,44.0,2015-06-21,2015.0,6.0,1.0,30.0,149.0,149.0,1.0,0.0,0
gwF8cbV6f5wr63M7FbYzhsMGrlB8tWqZD1R1xS2/ZGE=,9.0,19.0,male,4.0,20160818.0,19.0,2016-08-18,2016.0,8.0,2.0,30.0,180.0,180.0,0.0,0.0,1
l6AmMM5qx1EcWdAezXqkdURVJnT1qhfw+LYsw4ntS0Q=,1.0,0.0,,7.0,20151027.0,,2015-10-27,2015.0,10.0,1.0,30.0,99.0,99.0,1.0,0.0,0
ws2krWfZqjv8bdEyFXbgkJrevyRInr77wrTMDOx9kQo=,1.0,0.0,,7.0,20140124.0,,2014-01-24,2014.0,1.0,1.0,30.0,99.0,99.0,1.0,0.0,0
nTe7Gs0i1VjerEZOZiuKPYsSwjA2Sd8sjwlydJdFI94=,5.0,27.0,male,3.0,20140115.0,27.0,2014-01-15,2014.0,1.0,1.0,30.0,180.0,180.0,1.0,0.0,0
L+tV/GQFOIzYAPDs9S0/Bb4wcWNf/aKsQDNEqAerseU=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
WcoPKadWKxVev5T3we/FJ2h/rRS5ueHO/8wZEkQf45Y=,1.0,0.0,,3.0,20130912.0,,2013-09-12,2013.0,9.0,1.0,30.0,180.0,180.0,1.0,0.0,0
LA2VNEX042pJZSJoQcQ/wxBDchuLnRr1Z51D+i7y6sY=,22.0,23.0,male,9.0,20110801.0,23.0,2011-08-01,2011.0,8.0,1.0,30.0,149.0,149.0,1.0,0.0,0
LaOvmL759brYMinHKx9MZWX2fRbKxnYXoSZwf69yfkU=,1.0,0.0,,7.0,20141116.0,,2014-11-16,2014.0,11.0,1.0,30.0,149.0,149.0,1.0,0.0,0
YjSV1nrl+6AhLrjdIHRzAfoj1iW1Q/7ThbahzMzwhGk=,1.0,0.0,,7.0,20160121.0,,2016-01-21,2016.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
quwSOxsYZBXsnMByIC4g8zaC6Y2/B3aXGuBG5kbbCbc=,1.0,0.0,,7.0,20150708.0,,2015-07-08,2015.0,7.0,1.0,30.0,99.0,99.0,1.0,0.0,0
X0V6Tp71o0a0kNpaYkBEU57qXBFq5CTR45zNvOZg0Yw=,5.0,25.0,male,9.0,20110819.0,25.0,2011-08-19,2011.0,8.0,2.0,30.0,149.0,149.0,1.0,0.0,0
ybVrB2Tm7dt0CgcvFX/B6CZeVlVVg/CycOK15a+wGCo=,1.0,0.0,,7.0,20160808.0,,2016-08-08,2016.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
QciRu/QZtXQqVwMXFRWcKg6zTDH0jF1uTZjsXb+v9k8=,6.0,27.0,female,3.0,20141030.0,27.0,2014-10-30,2014.0,10.0,1.0,30.0,180.0,180.0,1.0,0.0,0
I45lD6UqKWI7oULa8r015SD47vHIiI4aD5jwo0Snya0=,1.0,0.0,,7.0,20170301.0,,2017-03-01,2017.0,3.0,1.0,30.0,100.0,100.0,1.0,0.0,0
RY13OWQFj9Ubzyfakc+FWXn2MCNhdnl5c85iAZvx+bY=,1.0,0.0,,9.0,20150823.0,,2015-08-23,2015.0,8.0,1.0,30.0,149.0,149.0,0.0,0.0,0
1gf0zOY6nM0y+/G7JZU6v/8N39StfrI6AFbugaH5FTg=,13.0,26.0,female,9.0,20080607.0,26.0,2008-06-07,2008.0,6.0,1.0,30.0,149.0,149.0,1.0,0.0,0
jKbJnrn51fAAYM3bQFm52RL+fQhmWQKXrP76JVo6sZ4=,1.0,0.0,,7.0,20160725.0,,2016-07-25,2016.0,7.0,1.0,30.0,99.0,99.0,1.0,0.0,0
ThpiE2T7hlC1anVq2DY9NgzMeT3QrOaSko6FofCLVrs=,1.0,0.0,,7.0,20161030.0,,2016-10-30,2016.0,10.0,1.0,30.0,99.0,99.0,1.0,0.0,0
8LlBptacW8Aq4TtNL9udJxiBPWdluR7jdP/+bmusW1M=,5.0,0.0,,9.0,20140507.0,,2014-05-07,2014.0,5.0,1.0,30.0,149.0,149.0,1.0,0.0,0
g8Avhxhf81OBFJbVUN2/RqUU8+z/BepQQG8pzfic/EQ=,13.0,35.0,male,9.0,20120810.0,35.0,2012-08-10,2012.0,8.0,1.0,30.0,180.0,180.0,0.0,0.0,0
1+p1vHdRGndOjYOHfASTkIOHz3VKugyAhmV7IBivM2g=,13.0,26.0,male,9.0,20140722.0,26.0,2014-07-22,2014.0,7.0,1.0,410.0,1788.0,1788.0,0.0,0.0,1
xJKJNSnxPRoRE5AWKyCMFUaafWS7r/ydBTZ8bzXkvTs=,1.0,0.0,,7.0,20161122.0,,2016-11-22,2016.0,11.0,1.0,30.0,99.0,99.0,1.0,0.0,0
Z0BT831ZUZwCqUlVqxAS3PdMDtbKO+ItUCjDdiH4UrE=,1.0,0.0,,4.0,20161027.0,,2016-10-27,2016.0,10.0,,,,,,,0
Gf7s+3wy1E20cjU0YJioW2xR+US9DMEsmq/CozJVqrk=,1.0,0.0,,7.0,20160203.0,,2016-02-03,2016.0,2.0,,,,,,,1
6ZnePsP/8ulHaGQK3ao+3edLZ/K+XN3cSkgFqApzNc0=,1.0,0.0,,7.0,20160130.0,,2016-01-30,2016.0,1.0,1.0,30.0,99.0,99.0,1.0,0.0,0
mg1kWQBovQTPa5Rfk27NnfUiiZNaH+T8fZQIeH2BCOs=,1.0,0.0,,7.0,20161127.0,,2016-11-27,2016.0,11.0,1.0,30.0,99.0,99.0,1.0,0.0,0
y+/uJXifYEz94bIaW4U30fu7Foqi1iPsp8/VphddZd0=,1.0,0.0,,3.0,20130627.0,,2013-06-27,2013.0,6.0,1.0,30.0,180.0,180.0,1.0,0.0,0
PMMDqcDraIRg4YjFxyagJR7JlMHVWegbRejUGBt7Onw=,1.0,0.0,,7.0,20151216.0,,2015-12-16,2015.0,12.0,1.0,30.0,99.0,99.0,1.0,0.0,0
uaYJiFGowCbzSaD2cy44DUrUKaxG95nBNKy8HWCVWbs=,22.0,36.0,female,9.0,20100713.0,36.0,2010-07-13,2010.0,7.0,2.0,30.0,149.0,149.0,1.0,0.0,0
wl8fuzAxeSu3W3D+8bajYQSLOa1rXY7lRcZJ0FhP1A8=,6.0,23.0,female,7.0,20151020.0,23.0,2015-10-20,2015.0,10.0,1.0,30.0,149.0,149.0,1.0,0.0,0
hTH79Ys9x+L/W2IvrdsLAUG4CcIfIM9OvrJxfOswRKs=,14.0,44.0,male,9.0,20100919.0,44.0,2010-09-19,2010.0,9.0,1.0,30.0,149.0,149.0,1.0,0.0,0
g/T+CK48LBwrjZZtl2ezCH3E+Eao3sU6obpMFINdYfc=,22.0,20.0,male,3.0,20140915.0,20.0,2014-09-15,2014.0,9.0,1.0,30.0,149.0,149.0,0.0,0.0,0
bVeAonr2wytnLBAtixECH5Sr/GsT0lM9t8/lXpC2Dyo=,15.0,46.0,female,7.0,20160720.0,46.0,2016-07-20,2016.0,7.0,1.0,30.0,149.0,149.0,1.0,0.0,0
BOPPoci3YWXZIvwcuKs79kbRs7WdQ9sNrOKENX9KPUA=,13.0,27.0,female,9.0,20040329.0,27.0,2004-03-29,2004.0,3.0,1.0,30.0,149.0,149.0,1.0,0.0,0
NEARn89acnamqzfme6+AaoTOQI7uWoobKWX5Cvi/h/M=,4.0,28.0,male,9.0,20051113.0,28.0,2005-11-13,2005.0,11.0,1.0,30.0,149.0,149.0,1.0,0.0,0
q3Qa1OuXl8K4rgNEm1q3TsRvvMWrKC2rnQVjw3BzgHI=,5.0,43.0,female,4.0,20170213.0,43.0,2017-02-13,2017.0,2.0,1.0,30.0,149.0,149.0,1.0,0.0,0
NQrWhmzrYj8MhXtHe7VeICfeZmyE//6bB3A0JQf4a6Q=,1.0,0.0,,7.0,20151215.0,,2015-12-15,2015.0,12.0,1.0,30.0,149.0,149.0,1.0,0.0,0
Gk72JGbyXbhuMGbq3JSWXIDGNKr1zzFZvfqgfaFlZy4=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
VxaYDYn8az4ltaBc5ECSGWHPFsfk9YiBqtNX4fn/NMc=,1.0,0.0,,7.0,20130718.0,,2013-07-18,2013.0,7.0,1.0,30.0,99.0,99.0,1.0,0.0,0
ifuwVWyoT/4QveTYfK1kaEHme+7aPiKhdFtwl1aGSR4=,1.0,0.0,,7.0,20151013.0,,2015-10-13,2015.0,10.0,1.0,30.0,100.0,100.0,1.0,0.0,0
77eDYFNzWvCLfnKXDdKRPn6cR4J8WcnLZ1TO3p9HIoc=,1.0,0.0,,7.0,20110525.0,,2011-05-25,2011.0,5.0,1.0,30.0,99.0,99.0,1.0,0.0,0
Wb6e80Tce3IwF0bdjeG0SD7rOmXZCMF0fqMYYP+BChc=,4.0,0.0,female,3.0,20141002.0,,2014-10-02,2014.0,10.0,1.0,30.0,149.0,149.0,1.0,0.0,0
cFeB+j3bZPhF57z3JSNsgqcPdjsEV7KdphcWnV4DOVw=,6.0,39.0,male,9.0,20070728.0,39.0,2007-07-28,2007.0,7.0,2.0,30.0,149.0,149.0,1.0,0.0,0
G+IjuoTJXEBwgTnY1PVH4IO+JLBsYtaEJAOJeGWfnak=,1.0,0.0,,4.0,20160701.0,,2016-07-01,2016.0,7.0,,,,,,,1
b+YNO0Zlg1PENSnW9C9MpnD0TPNIpwTWF6e/AoHCpRM=,1.0,0.0,,7.0,20120215.0,,2012-02-15,2012.0,2.0,1.0,30.0,149.0,149.0,1.0,0.0,0
hprSvIVOtVnnQU/Zk3aMk+eXV2eMaAydTEnBqZ7tCwo=,13.0,0.0,,9.0,20140809.0,,2014-08-09,2014.0,8.0,1.0,30.0,149.0,149.0,1.0,0.0,0
MlQYclRYw2QywT7UulPc8qZpUHaPlUztObEiQiawvVo=,6.0,25.0,female,9.0,20101031.0,25.0,2010-10-31,2010.0,10.0,1.0,30.0,149.0,149.0,1.0,0.0,0
hPSY+8ta517vn0RgzcmvBn7OljBT2WD0OpW68tO1Os4=,1.0,0.0,,4.0,20160122.0,,2016-01-22,2016.0,1.0,1.0,30.0,180.0,180.0,1.0,0.0,0
81WZEoK0nlmfSlCA8Oc8YyH4aK/Coyg3Jy10Gwljrqs=,1.0,0.0,,7.0,20151022.0,,2015-10-22,2015.0,10.0,1.0,30.0,99.0,99.0,1.0,0.0,0
Nya/2bhbtszNO2Mjys4+u9gxSzxRhMrI7P8CQfntXLA=,22.0,31.0,female,9.0,20070630.0,31.0,2007-06-30,2007.0,6.0,2.0,30.0,149.0,149.0,1.0,0.0,0
YOl3HyLK+fUbwQL3detM7OQVDgX+a9RehcFon8Z3ylw=,15.0,33.0,female,9.0,20150207.0,33.0,2015-02-07,2015.0,2.0,1.0,30.0,149.0,149.0,0.0,0.0,0
LE0Jw4g4WxXJjGRjtoeJERRvwE/w2+7P2hOq9yAXV7w=,5.0,24.0,female,4.0,20160729.0,24.0,2016-07-29,2016.0,7.0,1.0,30.0,180.0,180.0,0.0,0.0,0
3RB18yDEb2sPmPuz9CKegVP8fM85qHlCsLCeykr94hA=,1.0,20.0,male,9.0,20140908.0,20.0,2014-09-08,2014.0,9.0,1.0,30.0,149.0,149.0,1.0,0.0,0
t9dKsno/zIbgtNluADzgx9v6Blq9SIn835+RltIvDGI=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
TZyMsrUlhLNJU9tUTFl+UlHNJrti1OuGF4m+7zRIsqw=,15.0,41.0,,9.0,20150310.0,41.0,2015-03-10,2015.0,3.0,1.0,30.0,149.0,149.0,1.0,0.0,0
hyBxB+WzL/dcERs24Yur8sDjl7QDUSYI8oD1P/on+S0=,1.0,0.0,,7.0,20160306.0,,2016-03-06,2016.0,3.0,1.0,30.0,99.0,99.0,1.0,0.0,0
mhzu3YeMOorazgnO4TgoSk+LXQ+Q3IF5/t+1GyXtEk4=,5.0,38.0,male,9.0,20090317.0,38.0,2009-03-17,2009.0,3.0,1.0,30.0,149.0,149.0,1.0,0.0,0
INF4qu+0pi1kp6BuKqmx9YKn10XWdvCJ9FMzNy/ZWO8=,1.0,0.0,,7.0,20130807.0,,2013-08-07,2013.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
Ud7E3ddqReJVC0mCSURfPGSvxjye/dLDHwcPmTHP4jw=,1.0,0.0,,7.0,20150415.0,,2015-04-15,2015.0,4.0,1.0,30.0,99.0,99.0,1.0,0.0,0
HzFG5kdyGRWi3V5b1WFc6FH/TSfVDPi0DqknHKGHxiE=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
kUNWyGdEfI341t5q3lKWc2yOKzKwHJJqHksTYYmaYUM=,15.0,48.0,female,9.0,20060520.0,48.0,2006-05-20,2006.0,5.0,1.0,30.0,149.0,149.0,1.0,0.0,0
ZfeDWcouD5DDsH6Ws8LhuxkOsjlX8lupDyzwKu7AJ4I=,1.0,0.0,,7.0,20130803.0,,2013-08-03,2013.0,8.0,2.0,30.0,149.0,149.0,1.0,0.0,0
YxdsszbLMknF3sylLVMJrBYcHwzy/i2+cnV7+ga7hOw=,22.0,34.0,female,9.0,20061112.0,34.0,2006-11-12,2006.0,11.0,1.0,30.0,149.0,149.0,1.0,0.0,0
IGutBCugQYnAmBePwOGntoaiclnd2hd3cqT3+xQseTQ=,15.0,29.0,male,7.0,20120406.0,29.0,2012-04-06,2012.0,4.0,1.0,30.0,99.0,99.0,1.0,0.0,0
c/NSjzo06bhm280m5+BBC7ylLNDFk9WIOpDR9TIFv/M=,1.0,0.0,,7.0,20160301.0,,2016-03-01,2016.0,3.0,1.0,30.0,99.0,99.0,1.0,0.0,0
h3858h7Ebnfo5aLodC2mrQEE2DUN0Jkp4gwa7C+uB1Y=,4.0,20.0,female,4.0,20160408.0,20.0,2016-04-08,2016.0,4.0,2.0,30.0,149.0,149.0,1.0,0.0,0
VISWPyJIBvUzlt7eKJbc4TEpuGDFiBbI++G8YSUY3t0=,13.0,26.0,male,9.0,20070317.0,26.0,2007-03-17,2007.0,3.0,1.0,30.0,149.0,149.0,1.0,0.0,0
ZWnHi5SLLOMVoGrK9DcQM7rxHuSdFsFzHOIOj2mzqRk=,15.0,26.0,male,3.0,20131209.0,26.0,2013-12-09,2013.0,12.0,1.0,30.0,149.0,149.0,1.0,0.0,0
HhWafErypsiLTl62fWlmIm6SxZaIwO1vuRQZw257xq4=,13.0,26.0,female,7.0,20131011.0,26.0,2013-10-11,2013.0,10.0,1.0,30.0,149.0,149.0,1.0,0.0,0
miX2cX1Vdmvh5njXaqBRDtOs5ITsT0sTy534wB5wSbw=,13.0,24.0,male,9.0,20120211.0,24.0,2012-02-11,2012.0,2.0,,,,,,,0
FE2YI5qiDsP0MFP5Q4s4W6ebW1+lkqsb2R64D/MQ50A=,1.0,0.0,,7.0,20170116.0,,2017-01-16,2017.0,1.0,1.0,30.0,100.0,100.0,1.0,0.0,0
+251eX5ic2i3I0Dwxl4NuEJZXNSTg0cxVajXV8fmi+I=,1.0,0.0,,7.0,20160609.0,,2016-06-09,2016.0,6.0,1.0,30.0,99.0,99.0,1.0,0.0,0
Ndcok90kfeOeGzJ6AfbYQ9pZinhvG6Ix37u3Qof/1As=,1.0,0.0,,7.0,20160113.0,,2016-01-13,2016.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
k4/x8NLa2tsg2xKELUoDeXFjJOF5aM+4VaRVyEVc9Ec=,4.0,37.0,male,7.0,20121226.0,37.0,2012-12-26,2012.0,12.0,1.0,30.0,149.0,149.0,1.0,0.0,0
HD/pvHIK4JNm0wACLAf4oi9aJukYNfdoF19aLmMNLfI=,17.0,23.0,male,9.0,20150826.0,23.0,2015-08-26,2015.0,8.0,1.0,30.0,149.0,149.0,1.0,0.0,0
1d+doEt0s75COtR3wukE+ysRFYzv9fYVHH7iC8K7GsY=,1.0,0.0,,7.0,20160218.0,,2016-02-18,2016.0,2.0,1.0,30.0,99.0,99.0,1.0,0.0,0
EjSLDWG9YLrwf/C7xkWZkbxLFsgHIygPhv9wh6M1mVw=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
dHlknXKVekQ0psS73KdHWOcpXNV7L54odc9Aj1UkXro=,,,,,,,,,,1.0,30.0,100.0,100.0,1.0,0.0,0
OcfPAjyszQMDub/jUlPyBT+HoyFR3lTBf7JFvCJ4wg8=,4.0,51.0,female,7.0,20160711.0,51.0,2016-07-11,2016.0,7.0,1.0,30.0,99.0,99.0,1.0,0.0,0
YESSfXT+LymTaJGvNMUg8kQ09XcltDIcH5khlO21tNg=,21.0,0.0,,7.0,20120927.0,,2012-09-27,2012.0,9.0,1.0,30.0,149.0,149.0,1.0,0.0,0
SLQzmxLAPdz+dSFPWx+1YoeAPFg6T83E/WaG82yL0rg=,1.0,0.0,,7.0,20161008.0,,2016-10-08,2016.0,10.0,1.0,30.0,99.0,99.0,1.0,0.0,0
